OBJECTID,LAND,BEZ,LOR,STRASSE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
191233,11,3,3040508,Rosenthal,2019,1,10,2,3,5,7,0,0,1,0,0,0,0,1,7960386181,5836681631,1337198,5259934
191234,11,11,11051331,Karlshorst Nord,2019,1,15,2,3,5,3,0,1,1,0,0,0,0,1,8074510942,5824781364,1352894,5248635
191235,11,6,6030502,Zehlendorf SÅd,2019,1,14,2,3,2,2,0,0,1,0,0,0,0,1,790288472,5814825282,1326826,5240649
191236,11,11,11010205,Falkenberg West,2019,1,10,2,3,5,3,0,0,1,0,0,0,0,1,8066907674,5833399321,1352573,5256402
191237,11,2,2020205,Chamissokiez,2019,1,14,2,3,4,1,0,0,1,0,0,0,0,1,7990066184,5824116719,1340436,5248509
191238,11,2,2050602,Samariterviertel,2019,1,9,2,2,0,1,0,0,0,0,1,0,0,1,8024992744,5828272437,1345941,5252041
191239,11,1,1044103,Westliche MÅllerstra·e,2019,1,12,2,3,2,6,0,0,1,0,0,0,0,1,795189141,5831031924,1335444,5254915
191240,11,4,4051550,Leon-Jessel-Platz,2019,1,11,2,3,5,2,0,0,1,0,1,0,0,1,7929783476,5824197773,1331591,5248908
191241,11,4,4030620,Alt-Lietzow,2019,1,16,2,3,5,2,2,0,1,0,0,0,0,1,7917932011,5827482791,1330139,5251917
191242,11,2,2030302,Lausitzer Platz,2019,1,9,2,3,5,3,1,1,1,0,0,0,0,1,8006639747,5825829873,1343024,5249953
191243,11,6,6030503,Zehlendorf Mitte,2019,1,15,2,3,4,6,0,0,1,0,0,0,0,1,7902351135,5817526811,1326982,5243074
191244,11,12,12301203,Wittenau SÅd,2019,1,11,2,3,6,2,0,0,1,1,0,0,0,1,7923702405,5834065165,1331566,5257787
191245,11,12,12214424,Scharnweberstra·e,2019,1,15,2,3,2,6,1,0,1,0,0,0,0,1,7930108451,5832184233,1332343,5256066
191246,11,4,4030931,Breitscheidplatz,2019,1,9,2,3,5,2,0,0,1,0,1,0,0,1,794080368,5826308074,1333396,5250741
191247,11,1,1011302,Oranienburger Stra·e,2019,1,8,2,3,6,4,0,0,1,1,0,0,0,1,7980728443,5828938187,1339497,5252882
191248,11,6,6020411,SchÅtte-Lanz-Stra·e,2019,1,8,2,2,5,2,0,0,1,0,0,0,0,1,7936028879,5815904581,1331779,524144
191249,11,4,4030621,Spreestadt,2019,1,8,2,3,5,2,1,1,1,0,0,0,0,1,7930661918,5827662759,1332025,525201
191250,11,1,1033203,Humboldthain Nordwest,2019,1,8,2,2,6,4,0,0,1,1,0,0,0,1,7964236076,583009948,1337176,5254012
191251,11,4,4030620,Alt-Lietzow,2019,1,7,2,3,6,2,1,0,1,1,0,0,0,1,7929030441,5827393842,1331762,5251777
191252,11,8,8020621,Mohriner Allee Nord,2019,1,7,2,2,6,4,2,0,1,1,0,0,0,1,8004976287,5819307986,1342192,5244117
191253,11,5,5010339,Freiheit,2019,1,6,2,3,6,2,2,0,1,1,0,0,0,1,7857727965,5828538105,1321381,5253182
191254,11,12,12304314,Ziekowstra·e/Freie Scholle,2019,1,6,2,3,5,3,2,0,1,0,1,0,0,1,791052558,58354579,1329749,5259106
191255,11,10,10010308,Marzahner Chaussee,2019,1,18,2,3,1,5,2,1,0,0,0,0,1,1,8067076319,5830267094,1352309,5253594
191256,11,2,2010104,Wassertorplatz,2019,1,11,2,3,5,3,0,0,1,0,0,0,1,1,7985990847,5825578718,1339969,5249841
191257,11,9,9051702,Bîlschestra·e,2019,1,13,1,3,1,5,0,1,1,0,0,0,0,0,8145978148,5820806934,136301,5244667
191258,11,1,1033202,Humboldthain SÅd,2019,1,18,1,3,2,6,2,0,1,0,0,0,0,0,7975211463,5829439683,1338731,5253361
191259,11,5,5030731,Gartenfelder Stra·e,2019,1,17,1,2,5,3,2,1,1,0,0,0,0,0,7879749746,58303849,1324778,5254721
191260,11,2,2040502,Friedenstra·e,2019,1,16,1,3,2,6,2,0,1,0,0,0,0,0,8007960483,5828199008,1343432,5252069
191261,11,1,1011304,Karl-Marx-Allee,2019,1,16,1,3,5,2,2,1,1,0,0,0,0,0,7995827043,5828043697,1341635,5251997
191262,11,6,6030504,Teltower Damm,2019,1,14,1,2,5,3,0,1,1,0,0,0,0,0,7900228251,581595384,1326535,5241675
191263,11,12,12302107,Schorfheidestra·e,2019,1,3,1,2,6,4,2,0,1,1,0,0,0,0,7938359265,5836156962,1333908,5259583
191264,11,7,7020203,Kaiser-Wilhelm-Platz,2019,1,14,7,3,3,7,0,1,1,0,0,0,0,1,795683979,5824075812,1335554,5248653
191265,11,1,1044203,Leopoldplatz,2019,1,11,7,3,2,6,0,0,1,0,0,0,0,1,7957480805,5831894937,1336343,5255659
191266,11,1,1044101,Rehberge,2019,1,9,7,2,4,1,0,0,1,0,0,0,1,1,7942886194,5829929113,1334022,5253975
191267,11,1,1011305,Heine-Viertel West,2019,1,6,7,3,5,3,2,1,1,0,0,0,0,1,7996822285,5827210083,1341706,5251244
191268,11,8,8010117,Schillerpromenade,2019,1,0,7,3,2,2,2,0,1,0,0,1,0,1,8005153649,5823440356,134259,524782
191269,11,8,8010117,Schillerpromenade,2019,1,21,7,3,6,2,2,0,1,1,0,0,0,1,800523707,5823439842,1342603,5247819
191270,11,3,3071537,Kollwitzplatz,2019,1,18,7,3,6,7,2,0,1,1,0,0,0,1,7995501268,5829909848,1341756,5253672
191271,11,10,10010308,Marzahner Chaussee,2019,1,17,7,3,2,6,2,0,1,0,0,0,0,1,8065665664,5828143401,1351905,5251698
191272,11,5,5010207,Darbystra·e,2019,1,17,7,3,2,6,2,0,1,0,0,0,0,1,7837070794,58301749,1318484,5254757
191273,11,6,6030609,Augustaplatz,2019,1,17,7,3,6,4,2,0,1,1,0,0,0,2,7932773834,581908106,1331581,5244305
191274,11,10,10010206,Ringkolonnaden,2019,1,19,6,2,0,1,2,0,0,0,1,0,0,1,8099789619,5832086215,1357286,5255039
191275,11,12,12103219,SchÑfersee,2019,1,12,6,3,5,2,0,1,1,0,0,0,0,0,7955831887,5833129154,133621,5256774
191276,11,7,7040405,Rathaus Tempelhof,2019,1,22,6,3,5,3,2,0,1,0,0,0,0,1,7990713713,5821704569,1340315,5246343
191277,11,5,5020521,Dîberitzer Weg,2019,1,21,6,3,8,1,2,0,1,0,0,0,0,1,7798124477,5827763774,1312552,5252797
191278,11,1,1011301,CharitÇviertel,2019,1,21,6,3,3,6,2,0,0,0,1,0,1,1,7968103688,5828836178,1337632,5252859
191279,11,12,12214424,Scharnweberstra·e,2019,1,20,6,2,6,4,2,0,1,1,0,0,0,1,7925502063,5832825256,1331722,5256665
191280,11,2,2050802,Boxhagener Platz,2019,1,18,6,3,6,4,2,1,0,1,0,0,0,1,8027244493,5826970822,1346154,5250862
191281,11,11,11010204,Falkenberg Ost,2019,1,13,6,3,5,2,0,1,1,0,0,0,0,1,8067002883,5833982649,1352641,5256924
191282,11,10,10040828,Kaulsdorf Nord,2019,1,15,6,3,5,3,0,1,1,0,0,0,0,1,8119390391,5828947763,1359873,5252114
191283,11,4,4010102,Plîtzensee,2019,1,14,6,3,1,5,0,0,1,0,0,0,0,1,7918845998,5830685551,1330554,5254783
191284,11,4,4041238,Kissinger Stra·e,2019,1,15,6,3,5,3,1,1,1,0,0,0,0,1,7915262229,5823555477,1329402,524841
191285,11,12,12103219,SchÑfersee,2019,1,14,6,3,6,2,0,0,1,1,0,0,0,1,7957622327,5832568706,1336424,5256262
191286,11,2,2030402,Wrangelkiez,2019,1,16,6,3,6,4,2,1,0,1,0,0,0,1,8013443756,5825832702,1344024,5249918
191287,11,2,2010103,Moritzplatz,2019,1,13,6,3,0,7,0,0,1,0,1,0,0,1,7991829373,5825887246,1340854,5250086
191288,11,4,4030726,Droysenstra·e,2019,1,10,6,3,5,5,0,0,1,0,0,0,0,1,7916047108,5825598563,1329697,5250237
191289,11,4,4030415,Schlo·garten,2019,1,13,6,3,5,5,0,0,1,0,0,1,0,1,7910036485,582741625,1328972,5251899
191290,11,6,6010205,SÅdende,2019,1,14,6,3,2,3,0,0,1,0,0,0,0,1,7953258523,5819972578,1334665,5244994
191291,11,12,12103219,SchÑfersee,2019,1,13,6,3,1,5,0,0,1,0,0,0,0,1,7950194426,5832550563,133533,5256286
191292,11,11,11010309,Zingster Stra·e West,2019,1,8,6,3,5,3,1,0,1,0,0,0,1,1,8048317172,5833773047,1349873,5256841
191293,11,11,11040926,Weitlingstra·e,2019,1,5,6,3,5,3,2,1,1,0,0,0,0,1,8061411634,5826839339,1351161,5250553
191294,11,5,5010206,GÅtersloher Weg,2019,1,5,6,3,6,2,2,0,1,1,0,0,0,0,7815490073,5830710248,1315355,5255349
191295,11,8,8010404,Rixdorf,2019,1,12,6,3,5,3,0,0,1,0,0,0,1,1,8020055721,5823298882,1344765,5247611
191296,11,2,2020206,Graefekiez,2019,1,11,5,3,0,6,0,0,1,0,0,0,1,0,8002392754,5824610488,134229,5248884
191297,11,1,1033102,Gesundbrunnen,2019,1,15,5,3,2,6,0,0,1,0,0,0,0,0,7972717032,5831271241,1338528,5255017
191298,11,5,5010314,Carl-Schurz-Stra·e,2019,1,15,5,2,5,2,0,0,1,0,1,0,0,0,785164463,5828949436,1320522,5253582
191299,11,8,8010214,Glasower Stra·e,2019,1,22,5,3,5,2,2,0,1,0,0,0,0,0,8020086722,5822421633,134469,5246824
191300,11,4,4041240,Messelpark,2019,1,14,5,2,5,3,0,1,1,0,0,0,0,0,7907417102,5822643997,1328171,5247635
191301,11,9,9051901,Dammvorstadt,2019,1,14,5,3,5,3,0,1,1,0,0,0,0,0,8110023572,5821743476,1357824,5245712
191302,11,4,4030931,Breitscheidplatz,2019,1,14,5,3,5,2,0,0,1,0,0,0,0,1,7935131987,5825445268,1332487,5249998
191303,11,3,3061430,Volkspark Prenzlauer Berg,2019,1,12,5,2,6,4,0,0,1,1,0,0,0,0,8020114662,5829665872,1345351,5253317
191304,11,9,9051702,Bîlschestra·e,2019,1,19,5,3,6,4,2,0,1,1,0,0,0,0,814210095,5822012573,1362555,524577
191305,11,1,1011103,LÅtzowstra·e,2019,1,13,5,3,5,2,0,0,1,0,1,0,0,1,795271403,5826033423,1335121,525043
191306,11,5,5010206,GÅtersloher Weg,2019,1,17,5,2,6,4,2,0,1,1,0,0,0,0,7822412936,5830282975,1316337,525493
191307,11,3,11030618,Fennpfuhl West,2019,1,17,5,3,5,2,2,1,1,0,0,0,0,0,802590616,5829279205,1346167,5252938
191308,11,12,12302211,LÅbarser Stra·e,2019,1,21,5,2,0,1,2,0,0,0,1,0,0,0,7934611474,5836991598,1333431,5260351
191309,11,1,1022201,Stephankiez,2019,1,11,5,3,5,2,0,0,1,0,0,0,0,1,7954373276,5829538445,1335676,5253563
191310,11,7,7010102,Nollendorfplatz,2019,1,11,5,3,6,7,0,0,1,1,0,0,0,1,7950830432,5825592153,1334806,5250045
191311,11,4,4020310,Park Ruhwald,2019,1,10,5,2,5,3,0,1,1,0,0,0,0,0,7898380797,5827374657,1327256,5251924
191312,11,7,7040404,Marienhîhe,2019,1,8,5,3,3,6,0,1,0,0,0,0,1,0,7974087747,5820428288,1337761,524529
191313,11,8,8041036,Zittauer Stra·e,2019,1,8,5,3,5,3,0,1,1,0,0,0,0,0,804215013,5816452578,1347385,5241352
191314,11,5,5020419,Magistratsweg,2019,1,6,5,3,5,2,2,0,1,0,0,0,0,0,7808729875,5828321922,1314158,5253242
191315,11,1,1022206,LÅneburger Stra·e,2019,1,6,5,3,6,2,2,0,1,1,0,0,0,0,7960978993,5828437105,1336549,525254
191316,11,8,8010214,Glasower Stra·e,2019,1,21,4,3,1,5,2,1,1,0,0,0,0,0,8010993013,5822182291,1343334,524666
191317,11,3,3071639,Bîtzowstra·e,2019,1,18,4,3,0,5,2,0,1,0,1,0,0,1,8004844344,5829484347,134309,5253239
191318,11,4,4030623,Ernst-Reuter-Platz,2019,1,18,4,3,5,3,2,1,1,0,0,0,0,0,7929651076,5826950747,1331814,5251377
191319,11,2,2040503,Richard-Sorge-Viertel,2019,1,16,4,3,2,6,2,0,1,0,0,0,0,1,8013856543,5828739203,1344347,5252521
191320,11,1,1011202,Unter den Linden Nord,2019,1,14,4,3,3,6,0,0,1,0,0,0,0,0,7977340961,5827617167,1338881,5251716
191321,11,6,6030610,Lichterfelde West,2019,1,13,4,3,2,6,0,0,1,0,0,0,0,1,7919385768,5819049864,1329614,5244349
191322,11,8,8010213,Kîrnerpark,2019,1,12,4,3,5,3,0,0,1,0,0,0,0,1,801239357,5822480497,1343566,5246919
191323,11,4,4041136,Hagenplatz,2019,1,12,4,3,6,2,0,0,1,1,0,0,0,0,790701947,5822699462,1328117,5247687
191324,11,10,10010308,Marzahner Chaussee,2019,1,12,4,3,2,6,0,0,1,0,0,0,1,1,8065149359,5829428772,1351948,5252853
191325,11,4,4030623,Ernst-Reuter-Platz,2019,1,11,4,2,6,4,0,0,0,1,0,0,1,1,7934483446,5826561315,133249,5251002
191326,11,7,7070702,Alt-Lichtenrade/Tîpchiner Weg,2019,1,10,4,3,5,3,0,0,1,0,0,0,0,1,7999363633,5816020422,1341074,52412
191327,11,6,6030504,Teltower Damm,2019,1,7,4,3,2,7,1,0,1,0,0,0,0,1,7901812916,5815258344,1326707,5241043
191328,11,11,11040926,Weitlingstra·e,2019,1,13,4,3,4,7,0,0,1,0,0,0,0,0,8053144795,5827226316,1349982,5250947
191329,11,12,12231102,Frohnau,2019,1,16,3,3,4,1,2,0,1,0,0,0,0,1,7908572,5839961151,1329858,5263153
191330,11,7,7030301,Friedenau,2019,1,17,3,2,2,6,2,0,1,0,0,0,0,1,7939732127,5822309529,1332886,5247162
191331,11,6,6010206,Stadtpark,2019,1,17,3,3,6,2,2,0,1,1,0,0,0,1,7950511934,5819613273,133423,5244687
191332,11,8,8041038,Wa·mannsdorfer Chaussee,2019,1,16,3,3,5,3,2,0,1,0,0,0,0,1,8058407675,581673083,1349793,5241511
191333,11,5,5010339,Freiheit,2019,1,6,3,3,2,6,2,0,1,0,0,0,0,1,7870031036,5828154798,1323157,5252773
191334,11,2,2010103,Moritzplatz,2019,1,5,3,3,5,3,2,0,1,0,0,0,0,1,7989310484,5826353186,1340526,5250517
191335,11,1,1022206,LÅneburger Stra·e,2019,1,17,3,3,1,5,2,0,1,0,0,0,0,1,7962953414,582828121,1336826,525239
191336,11,1,1011306,Heine-Viertel Ost,2019,1,2,3,2,6,4,2,0,1,1,0,0,0,1,800120202,5826877772,134232,5250922
191337,11,1,1044202,Sparrplatz,2019,1,3,3,3,6,2,2,0,1,1,0,0,0,1,7960328411,5830350533,1336624,5254259
191338,11,7,7020203,Kaiser-Wilhelm-Platz,2019,1,15,4,3,1,5,0,1,1,0,0,0,0,1,7961313631,5824119694,1336215,5248668
191339,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,1,4,3,3,5,2,2,0,1,0,0,0,0,1,8017580573,5826253305,1344669,5250272
191340,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,1,0,3,2,6,4,2,0,1,1,0,0,0,1,7949958834,5823455023,1334488,5248134
191341,11,7,7070703,John-Locke-Stra·e,2019,1,1,3,2,5,3,2,0,1,0,0,0,1,1,7997896539,5813976948,1340676,5239377
191342,11,1,1011203,Unter den Linden SÅd,2019,1,3,3,3,5,3,2,0,1,0,0,0,1,1,7975608201,5827406867,1338607,5251537
191345,11,1,1022104,Emdener Stra·e,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,1,7945841741,5828548339,1334334,5252722
191353,11,7,7030303,Grazer Platz,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,1,7958312553,5820978767,1335495,5245869
191362,11,5,5030833,Motardstra·e,2019,1,14,4,3,5,3,0,0,1,0,0,0,0,0,7880467554,5829307035,1324791,5253751
191366,11,5,5020417,Staakener Stra·e,2019,1,14,4,3,5,3,0,0,1,0,0,0,1,1,7824506498,5828511164,1316494,5253331
191369,11,4,4010103,Paul-Hertz-Siedlung,2019,1,17,4,2,0,7,2,0,1,0,0,0,0,1,791120432,5829146564,1329296,5253444
191371,11,3,3020203,Blankenfelde,2019,1,13,4,3,5,3,0,0,1,0,0,0,0,1,7965579558,5840100935,1338269,526297
191372,11,8,8020622,Parchimer Allee,2019,1,13,4,3,5,7,0,0,1,0,0,0,0,1,8013311339,5819998801,1343477,524469
191376,11,2,2020202,Rathaus Yorckstra·e,2019,1,13,4,3,5,7,0,0,1,0,1,0,0,1,7978463633,5825288106,1338837,5249622
191378,11,6,6040808,HÅttenweg,2019,1,12,4,3,5,3,0,0,1,0,0,0,0,1,7896171237,581979486,1326273,524514
191381,11,4,4010102,Plîtzensee,2019,1,16,4,3,2,6,1,0,1,0,0,0,0,1,7933632268,5829646419,1332637,5253772
191388,11,3,3040614,Pankow Zentrum,2019,1,18,4,3,2,2,2,0,1,0,0,0,0,1,8000511093,5835717651,1343017,525885
191391,11,1,2040701,Andreasviertel,2019,1,18,4,3,5,3,2,0,1,0,0,0,0,1,8003158415,5827620451,1342674,5251577
191400,11,4,4030930,George-Grosz-Platz,2019,1,12,4,3,2,6,0,0,1,0,0,0,0,1,7931475946,5825616966,1331965,5250171
191406,11,11,11030619,Fennpfuhl Ost,2019,1,19,6,3,0,1,2,0,1,0,0,0,0,1,8035561403,582973747,1347628,5253295
191407,11,1,1011201,Wilhelmstra·e,2019,1,17,6,2,1,5,2,1,1,0,0,0,0,1,7973371087,5827137561,1338254,5251308
191408,11,12,12103218,Teichstra·e,2019,1,17,6,3,1,5,2,0,1,0,0,0,0,1,794629572,5832993654,1334796,5256704
191409,11,1,1011204,Leipziger Stra·e,2019,1,17,6,3,5,3,2,0,1,0,0,0,0,0,7985730321,5826872267,1340046,5251002
191410,11,9,9041402,Siedlung KÑmmereiheide,2019,1,16,6,3,0,6,0,0,1,0,0,0,1,0,812540845,5820115604,1359929,5244165
191411,11,5,5020627,Tiefwerder,2019,1,15,6,2,1,1,0,0,1,0,0,1,0,0,7853535319,5827856651,1320706,5252593
191412,11,6,6030501,Berlepschstra·e,2019,1,15,6,3,0,1,0,0,0,0,1,0,0,2,787445911,5816273066,1322783,5242097
191413,11,10,10020517,Adele-Sandrock-Stra·e,2019,1,14,6,3,2,2,0,0,1,0,0,0,0,0,8133636541,5830117118,1362076,5253081
191414,11,10,10030724,Oberfeldstra·e,2019,1,14,6,3,5,2,0,1,1,0,0,0,0,1,8090526057,5828645993,1355604,5252008
191415,11,4,4030519,Kaiserin-Augusta-Allee,2019,1,14,6,3,1,5,0,0,1,0,0,0,0,0,7921632858,5827963177,1330725,5252327
191416,11,1,1011204,Leipziger Stra·e,2019,1,13,6,3,5,2,0,0,1,0,0,0,0,0,798703146,5827080377,1340256,5251182
191417,11,11,11020513,Orankesee,2019,1,13,6,3,5,7,0,0,1,0,0,0,1,0,8032439063,5830239802,1347215,5253763
191418,11,5,5010311,Eiswerder,2019,1,13,6,2,2,6,0,0,1,0,0,0,0,0,7853027585,5830833743,1320887,5255264
191419,11,1,1022206,LÅneburger Stra·e,2019,1,12,6,3,5,2,0,1,0,0,0,1,0,0,7962307775,5828511857,1336751,52526
191420,11,2,2030301,Oranienplatz,2019,1,0,6,3,5,3,2,1,1,0,0,0,0,1,8001190774,582573195,1342215,5249895
191421,11,11,2050803,Stralauer Kiez,2019,1,6,6,3,6,4,2,0,1,1,0,0,0,1,8032976726,5826311238,1346936,5250239
191422,11,10,10020622,Kaulsdorf Nord I,2019,1,6,6,3,6,2,2,0,1,1,0,0,0,1,810915125,5829239809,1358396,5252435
191423,11,3,3020307,Buchholz,2019,1,7,6,3,5,3,1,1,1,0,0,0,0,2,798347317,5838420913,1340753,5261366
191424,11,7,7020201,Bayerischer Platz,2019,1,7,6,3,6,2,1,0,1,1,0,0,0,1,7948075724,5824461898,1334301,5249046
191425,11,2,2040502,Friedenstra·e,2019,1,7,6,2,6,4,1,0,1,1,0,0,0,1,800728157,5828471679,1343357,5252318
191426,11,7,7030301,Friedenau,2019,1,8,6,3,6,2,0,0,1,1,0,0,0,1,7944267776,5822340798,1333554,5247166
191427,11,1,1011303,Alexanderplatzviertel,2019,1,8,6,3,6,4,0,1,0,1,0,0,0,1,7997227643,5827451541,1341788,5251459
191428,11,7,7010103,Barbarossaplatz,2019,1,8,6,3,1,5,0,1,1,0,0,0,0,0,7953835017,5824674199,1335166,5249206
191429,11,10,10030724,Oberfeldstra·e,2019,1,9,6,3,5,2,0,0,1,0,0,0,0,1,8095921697,5828542285,1356387,5251885
191430,11,1,1011204,Leipziger Stra·e,2019,1,11,6,3,2,7,0,0,1,0,0,0,0,0,7984760178,5826665289,1339885,5250822
191431,11,8,8030829,Gropiusstadt Nord,2019,1,10,6,3,2,6,0,0,1,0,0,0,1,1,8035932646,5818127475,1346626,5242887
191432,11,12,12214125,Waldidyll/Flughafensee,2019,1,12,6,3,5,3,0,0,1,0,0,0,1,0,7910090428,5831336575,1329324,5255413
191433,11,1,1011104,Kîrnerstra·e,2019,1,10,1,3,5,3,0,0,1,0,0,0,0,0,7964016239,5826271435,1336803,5250582
191434,11,2,2040702,Weberwiese,2019,1,10,6,3,1,7,0,0,1,0,0,0,0,0,8013021669,5827438229,1344107,525136
191435,11,1,1022103,Westhafen,2019,1,7,5,3,5,2,2,1,1,0,0,0,0,1,794577312,5829787053,1334434,5253833
191436,11,1,1022206,LÅneburger Stra·e,2019,1,5,5,3,5,2,2,0,1,0,0,0,0,1,795522703,5828217893,1335685,5252375
191437,11,4,4030929,Hindemithplatz,2019,1,21,5,3,6,2,2,0,1,1,0,0,0,1,7922950412,5825875467,1330735,5250449
191438,11,9,9041301,Kietzer Feld/Nachtheide,2019,1,20,5,2,3,6,2,1,1,0,0,0,0,1,8118139744,5818128414,1358678,5242426
191439,11,7,7030301,Friedenau,2019,1,19,5,3,6,7,2,0,1,1,0,0,0,1,7940396717,5821660771,1332926,5246577
191440,11,10,10010102,Havemannstra·e,2019,1,19,5,3,6,3,2,0,1,1,0,0,0,1,8095540766,5834201242,1356859,5256958
191441,11,11,11010205,Falkenberg West,2019,1,18,5,2,6,2,2,0,1,1,0,0,0,1,8063270348,5833881203,1352083,5256854
191442,11,3,3010101,Bucher Forst,2019,1,18,7,3,4,6,2,0,1,0,0,0,0,1,8041145183,584179536,1349555,5264071
191443,11,1,1044203,Leopoldplatz,2019,1,19,5,3,2,6,2,0,1,0,0,0,0,1,7957804206,583187815,1336389,5255642
191444,11,1,1044201,Reinickendorfer Stra·e,2019,1,18,5,3,5,3,1,1,1,0,0,0,0,1,796972821,5831932165,1338148,5255625
191445,11,2,2010101,Askanischer Platz,2019,1,18,5,3,5,2,2,1,1,0,0,0,0,1,7976634119,5826303921,1338659,5250543
191446,11,8,8010214,Glasower Stra·e,2019,1,18,5,3,5,7,2,0,1,0,1,0,0,1,8018063459,5822373627,1344389,5246792
191447,11,9,9010301,Baumschulenstra·e,2019,1,18,5,2,6,2,2,0,1,1,0,0,0,1,8050213747,5822710888,1349138,5246916
191448,11,1,1011202,Unter den Linden Nord,2019,1,18,5,3,3,6,2,1,1,0,0,0,0,1,7974791497,582793921,1338535,5252019
191449,11,2,2040502,Friedenstra·e,2019,1,18,5,2,0,2,2,0,1,0,0,0,1,1,8012143038,5828623932,1344085,5252427
191450,11,4,4030622,Richard-Wagner-Stra·e,2019,1,13,5,3,6,2,0,0,1,1,0,0,0,0,7920767259,582680557,1330496,5251294
191451,11,1,1011301,CharitÇviertel,2019,1,11,5,2,6,4,0,0,0,1,0,0,1,0,7972419275,5829079206,1338288,5253053
191452,11,6,6020303,Lankwitz Kirche,2019,1,12,5,3,1,5,0,1,1,0,0,0,0,0,7951019224,5818278263,1334186,5243487
191453,11,4,4051448,Schaperstra·e,2019,1,14,5,2,5,7,0,0,1,0,0,0,0,0,793918284,5825306031,1333069,5249851
191454,11,4,4031032,Halensee,2019,1,18,7,3,1,5,2,1,1,0,0,0,1,0,7911166958,5824761653,1328906,5249513
191455,11,6,6030504,Teltower Damm,2019,1,14,5,2,2,3,0,1,1,0,0,0,0,0,7901893252,5815242842,1326717,5241029
191456,11,1,1022102,Beusselkiez,2019,1,15,5,3,1,5,0,1,1,0,0,0,0,1,7934883145,5828518985,1332721,5252755
191457,11,7,7040404,Marienhîhe,2019,1,15,5,3,5,2,0,0,1,0,1,0,0,0,7963839225,5819736312,1336196,5244725
191458,11,7,7070705,Franziusweg/Rohrbachstra·e,2019,1,14,1,2,6,2,0,0,1,1,0,0,0,0,7990693914,581314124,1339546,5238667
191459,11,4,4051654,Wilhelmsaue,2019,1,16,5,2,6,2,0,0,1,1,0,0,0,0,7934363626,5823916366,1332239,5248631
191460,11,7,7060601,Marienfelder Allee Nordwest,2019,1,16,5,3,0,2,1,0,1,0,0,0,1,0,7973030049,5817285066,1337326,5242478
191461,11,4,4051448,Schaperstra·e,2019,1,17,5,3,2,1,1,0,1,0,0,0,0,1,7944235085,5825451067,1333824,5249954
191462,11,4,4041136,Hagenplatz,2019,1,17,5,3,1,5,1,0,1,0,0,0,0,1,7904636309,5822808588,1327777,5247797
191463,11,9,9020701,Adlershof West,2019,1,17,5,2,2,6,1,0,1,0,1,0,0,1,807427796,5818120331,1352247,5242667
191464,11,8,8020619,Buschkrugallee Nord,2019,1,17,5,3,8,1,1,0,1,0,0,0,0,1,8024928255,5820704401,1345245,5245258
191465,11,11,11010103,Dorf Falkenberg,2019,1,10,5,2,9,1,0,0,1,0,0,0,0,0,8086921414,58343531,1355605,5257143
191466,11,8,8041036,Zittauer Stra·e,2019,1,22,4,2,1,1,2,0,1,0,0,0,1,0,8046700846,5816843708,1348087,5241677
191467,11,1,1033203,Humboldthain Nordwest,2019,1,21,4,2,6,4,2,1,0,1,0,0,0,0,7967747548,5830528507,1337731,5254378
191468,11,1,1011302,Oranienburger Stra·e,2019,1,21,4,3,1,5,2,1,1,0,0,0,0,0,7990139252,5828896581,1340876,5252793
191469,11,3,3061227,Humannplatz,2019,1,21,4,3,5,3,2,1,1,0,0,0,0,0,8001587173,583167099,1342809,5255217
191470,11,1,1022206,LÅneburger Stra·e,2019,1,17,4,3,2,6,2,0,1,0,0,0,0,0,7965282655,5828672244,1337203,5252727
191471,11,5,5010339,Freiheit,2019,1,14,4,3,2,6,0,0,1,0,0,0,1,0,7867744112,5828202254,1322824,5252828
191472,11,11,11030721,RÅdigerstra·e,2019,1,15,4,3,5,2,0,0,1,0,0,0,0,0,8038823222,5827895199,1347939,5251626
191473,11,12,12224230,Heiligensee,2019,1,14,4,3,2,3,0,1,1,0,0,0,0,0,7864271397,583733267,1323102,5261032
191474,11,4,4020313,Kînigin-Elisabeth-Stra·e,2019,1,13,4,3,5,3,0,0,1,0,0,0,0,0,7904920779,582655862,1328146,5251158
191475,11,5,5020626,Adamstra·e,2019,1,13,4,3,5,3,0,0,1,0,0,0,1,0,784032545,5827417465,1318727,5252268
191476,11,4,4030623,Ernst-Reuter-Platz,2019,1,11,4,3,6,4,0,0,1,1,0,0,0,1,7933417391,582726867,1332395,5251642
191477,11,8,8010118,Silbersteinstra·e,2019,1,10,4,3,6,4,0,0,1,1,0,0,0,1,800632914,5822062086,1342639,5246578
191478,11,3,3061227,Humannplatz,2019,1,7,4,3,5,3,1,1,1,0,0,0,0,1,7999795232,583108488,1342493,5254701
191479,11,7,7060601,Marienfelder Allee Nordwest,2019,1,12,4,3,6,2,0,0,1,1,0,0,0,0,7958880418,5816196507,1335155,5241579
